EL_KEY;EL_KEY2;EL_DESC;EL_DESC2;EL_DESCS;EL_ART1;EL_ART2;EL_ART3;EL_ART4;EL_ART5;EL_MAT1_KEY;EL_MAT2_KEY;EL_MAT1_QTY;EL_MAT2_QTY;EL_MAT1_THK;EL_MAT2_THK;EL_EF_MAT;EL_EF_THK;EL_EF_RIB;EL_EF_LENP;EL_EF_BA;EL_EF_CNC;EL_EF_ET;EL_EB_MAT;EL_EB_THK;EL_EB_RIB;EL_EB_LENP;EL_EB_BA;EL_EB_CNC;EL_EB_ET;EL_EL_MAT;EL_EL_THK;EL_EL_RIB;EL_EL_LENP;EL_EL_BA;EL_EL_CNC;EL_EL_ET;EL_ER_MAT;EL_ER_THK;EL_ER_RIB;EL_ER_LENP;EL_ER_BA;EL_ER_CNC;EL_ER_ET;EL_SUR_F;EL_SUR_B;EL_VAR_F;EL_VAR_B;EL_CORNER1;EL_CORNER2;EL_CORNER3;EL_CORNER4;EL_SURFACE;EL_SUR_RAD;EL_SUR_OVERDIM;EL_TEXTURE;EL_GROUP;EL_LAYER;EL_COR_OD_LL;EL_COR_OD_LR;EL_COR_OD_WF;EL_COR_OD_WB;EL_COR_OD_T;EL_MAT_OD;EL_CNC;EL_OVER_QTY;EL_CNC_PROG1;EL_CNC_PROG2;EL_CNC_PROG3;EL_CNC_PROG4;EL_PIC;EL_PLAN;EL_REMARK;EL_REMARK2;EL_REMARK3;EL_BOX;EL_BOX2;EL_MEMO;EL_DIFF_FAC;EL_NR;EL_SUR_F2;EL_SUR_B2;EL_USE_SF;EL_USE_SB;EL_SAW;EL_COLOUR;EL_LIN_WID;EL_PRODUCTION_TYPE;EL_ID;EL_MON_OD_LL;EL_MON_OD_LR;EL_MON_OD_WF;EL_MON_OD_WB;EL_MAC;EL_CUSTOM01;EL_CUSTOM02;EL_CUSTOM03;EL_CUSTOM04;EL_CUSTOM05;EL_CUSTOM06;EL_CUSTOM07;EL_CUSTOM08;EL_CUSTOM09;EL_CUSTOM10;EL_MUL_WITH_POS_QTY;EL_DIRLINE;EL_CHANGESIDES;EL_DEF_TEXTURE;EL_BLOK_ID;EL_BLOK_ELEM_ID;EL_PIC_FILE;EL_PIC_FILE2
2PREGH3_XSLD;;PREGRADA HORIZONTALNA - kant 3;Stražnji Lijevi Desni;;54;;;;;1IL18;;1;0;18;0;;;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;1;1;1;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1053;;;;;;;;;;;;;;;;1;1;0;1;;;;
2POL4;;POLICA - kant 4;;;54;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1152;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADPODP4;;LADICA POD - kant 4;;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1153;;;;;;;;;;;;;;;;1;1;0;1;;;;
1ST;;STROP;;;2;23;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1184;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADPRE4;;LADICA PREDNJI - kant 4;;;54;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1154;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADSTR4;;LADICA STRANICA - kant 4;;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1155;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADZAD4;;LADICA ZADNJI - kant 4;;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1156;;;;;;;;;;;;;;;;1;1;0;1;;;;
1VEZH4;;VEZ HORIZONTALNI - kant 4;;;54;;;;;1IL18;;1;0;19;0;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1157;;;;;;;;;;;;;;;;1;1;0;1;;;;
9SPOJ_PROFIL;;SPOJNI PROFIL;;;5;0;0;0;0;VO_SPROF_30C;;1;0;25;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;4026531840;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1158;0;0;0;0;;;;;;;;;;;;1;1;0;1;;;;
1ST_FF;;STROP FURNIR - kant furnir;;;2;23;;;;1IV18;;1;0;18;0;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;2_LICE1;2_NAL1;8LAK-2X;8LAK-2X;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1185;;;;;;;;;;;;;;;;1;1;0;1;;;;
1ST_FM;;STROP FURNIR - kant masiv;;;2;23;;;;1IV18;;1;0;18;0;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;2_LICE1;2_NAL1;8LAK-2X;8LAK-2X;2;2;2;2;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1186;;;;;;;;;;;;;;;;1;1;0;1;;;;
1ST_MAS;;STROP MASIV;;;2;23;;;;1MP18;;1;0;18;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1187;;;;;;;;;;;;;;;;1;1;0;1;;;;
1ST_MDF;;STROP MDF;;;2;23;;;;1MDF18;;1;0;18;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1188;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STRD;;STRANICA DESNA;;;2;14;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1189;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODG4_PSLD;;PODNOŽJE GORE - kant 4;Prednji Stražnji Lijevi Desni;;54;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1064;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STR2_PXDX;;STRANICA - kant 2;Prednji Donji;;54;;;;;1IL18;;1;0;19;0;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;-1;1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;891;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODG_;;PODNOŽJE GORE;;;54;;;;;1IL18;;1;0;18;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1066;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STR2_PSXX;;STRANICA - kant 2;Prednji Stražnji;;54;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;892;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STR3_PXDG;;STRANICA - kant 3;Prednji Donji Gornji;;54;;;;;1IL18;;1;0;19;0;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;1;1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;893;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STR3_PSXG;;STRANICA - rub 3;Prednji Stražnji Gornji;;2;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;894;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STR3_PSDX;;STRANICA - kant 3;Prednji Stražnji Donji;;54;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;895;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODG1_XSXX;;PODNOŽJE GORE - kant 1;Stražnji;;54;;;;;1IL18;;1;0;18;0;;;0;0;0;0;;4ABS10;1;0;0;0;0;;;;0;0;0;0;;;;0;0;0;0;;;;;;-1;-1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1067;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STRFF1_PXXX;;STRANICA FURNIR - kant furnir 1;Prednji;;54;;;;;1IV18;;1;0;18;0;4FRT10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;2_LICE1;2_NAL1;8LAK-2X;8LAK-2X;0;0;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;896;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODG2_XSLX;;PODNOŽJE GORE - kant 2;Stražnji Lijevi;;54;;;;;1IL18;;1;0;18;0;;;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;0;0;0;0;;;;;;1;-1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1068;;;;;;;;;;;;;;;;1;1;0;1;;;;
7VS_VERTO;;VOLPATO STILI  VERTIKALA  OTVORENA;;;8;48;;;;VS_MNPVAL09;;1;0;25;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1079;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODG2_XSXD;;PODNOŽJE GORE - kant 2;Stražnji Desni;;54;;;;;1IL18;;1;0;18;0;;;0;0;0;0;;4ABS10;1;0;0;0;0;;;;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;-1;1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1069;;;;;;;;;;;;;;;;1;1;0;1;;;;
7PODG4_PSLD;;POD - kant 4;Prednji Stražnji Lijevi Desni;;52;;;;;1IL18;;1;0;19;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1078;;;;;;;;;;;;;;;;1;1;0;1;;;;
2PREGH;;PREGRADA HORIZONTALNA;;;11;;;;;1IL18;;1;0;18;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1215;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_HORD;;IN_OUT DRIVE HORIZONTALA DONJA;;;8;46;;;;AS_SAS510.300;;1;0;;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1037;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_HORS;;IN_OUT DRIVE HORIZONTALA SREDNJA;;;8;46;;;;AS_SAS510.330;;1;0;;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1038;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_HORG;;IN_OUT DRIVE HORIZONTALA GORNJA;;;8;46;;;;AS_SAS510.361;;1;0;;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1039;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_UKLP;;IN_OUT DRIVE UKLADA PUNA;;;8;46;;;;1IL10;;1;0;10;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1040;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_UKLS4;;IN_OUT DRIVE UKLADA STAKLO 4 MM;;;8;46;;;;5STAKLO-04;;1;0;4;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1041;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_UKLZ6;;IN_OUT DRIVE UKLADA ZRCALO 6 MM;;;8;46;;;;5ZRCALO-06;;1;0;6;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1042;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_BRT4;;IN_OUT DRIVE BRTVA 4 MM;;;8;46;;;;AS_SAS520.000.10;;1;0;1,5;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1043;;;;;;;;;;;;;;;;1;1;0;1;;;;
7IOD_BRT6;;IN_OUT DRIVE BRTVA 6 MM;;;8;46;;;;AS_SAS520.001.10;;1;0;1,5;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1044;;;;;;;;;;;;;;;;1;1;0;1;;;;
5PODN_OTP26;;PODNOŽJE OTPRESAK 260 MM;;;54;;;;;9OTPR_P26KDZ;;1;0;19;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;0;-16777216;4026531840;0;1045;;;;;;;;;;;;;;;;1;1;0;1;;;;
2PREGV_;;PREGRADA VERTIKALNA;;;54;;;;;1MDF_GE_25;;1;0;25;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1058;;;;;;;;;;;;;;;;1;1;0;1;;;;
7VS_VERTP;;VOLPATO STILI  VERTIKALA POKROV;;;8;48;;;;VS_MNSL;;1;0;0;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1056;;;;;;;;;;;;;;;;1;1;0;1;;;;
7VS_VERT;;VOLPATO STILI  VERTIKALA;;;8;48;;;;VS_MNPVAL09;;1;0;25;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1057;;;;;;;;;;;;;;;;1;1;0;1;;;;
Z_LUCNI_FIKT;;LUCNI GRANICE FIKTIVNI ;;;12;;;;;9D;;1;0;1;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;65535;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;0;-16777216;4026531840;0;1059;;;;;;;;;;;;;;;;1;1;0;0;;;;
7VS_GARDC;;VOLPATO STILI  GARDEROBNA CIJEV;;;8;48;;;;VS_MNKT02PL_09;;1;0;15;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;5;4026531840;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1060;;;;;;;;;;;;;;;;1;1;0;1;;;;
6RPLO_;;RADNA PLOČA;Stražnji;;54;;;;;1RP38_0600;;1;0;38;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;20;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1087;;;;;;;;;;;;;;;;1;1;0;1;;;;
Z_VS_VERT;;VOLPATO STILI VERTIKALA FIKTIVNI;;;12;;;;;9VS_VERT;;1;0;1;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;;;0;255;255;0;0;0;0;0;1;0;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;0;-16777216;4026531840;0;1061;;;;;;;;;;;;;;;;0;0;0;0;;;;
1STRD_FF;;STRANICA DESNA FURNIR - kant furnir;;;2;14;;;;1IV18;;1;0;18;0;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;4FRT10;1;0;0;0;0;;2_LICE1;2_NAL1;8LAK-2X;8LAK-2X;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1190;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STRD_FM;;STRANICA DESNA FURNIR - kant masiv;;;2;14;;;;1IV18;;1;0;18;0;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;3MAS;10;0;0;1;0;;2_LICE1;2_NAL1;8LAK-2X;8LAK-2X;2;2;2;2;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1191;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STRD_MAS;;STRANICA DESNA MASIV;;;2;14;;;;1MP18;;1;0;18;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1192;;;;;;;;;;;;;;;;1;1;0;1;;;;
1STRD_MDF;;STRANICA DESNA MDF;;;2;14;;;;1MDF18;;1;0;18;0;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;1193;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADPRE1_DXXX;;LADICA PREDNJI - kant 1;Donji;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;;;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;-1;-1;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;923;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADSTR3_XGPS;;LADICA STRANICA - kant 3;Gornji Prednji Stražnji;;54;;;;;1IL16;;1;0;16;0;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;1;1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;926;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADPRE2_DGXX;;LADICA PREDNJI - kant 2;Donji Gornji;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;924;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADSTR2_XGXS;;LADICA STRANICA - kant 2;Gornji Stražnji;;54;;;;;1IL16;;1;0;16;0;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;-1;1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;925;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADSTR3_DGXS;;LADICA STRANICA - kant 3;Donji Gornji Stražnji;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;;0;0;0;0;;4ABS10;1;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;927;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADZAD2_DGXX;;LADICA ZADNJI - kant 2;Donji Gornji;;54;;;;;1IL16;;1;0;16;0;4ABS10;1;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;0;0;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;930;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADZAD1_XGXX;;LADICA ZADNJI - kant 1;Gornji;;54;;;;;1IL16;;1;0;16;0;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;928;;;;;;;;;;;;;;;;1;1;0;1;;;;
3LADZAD1_DXXX;;LADICA ZADNJI - kant 1;Donji;;54;;;;;1IL16;;1;0;16;0;;0;0;0;0;0;;4ABS10;1;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;;;;;;-1;-1;0;0;0;0;;0;1;4026531840;0;0;0;0;0;1;1;0;;;;;;;;;;;;System.Byte[];1;0;;;1;1;1;-16777216;4026531840;0;929;;;;;;;;;;;;;;;;1;1;0;1;;;;
