MAT_KEY;MAT_KEY2;MAT_DESC;MAT_DESC2;MAT_DESCS;MAT_MANUF_KEY;MAT_THICK;MAT_COL;MAT_COL2;MAT_LAYER;MAT_GROUP;MAT_ART1;MAT_ART2;MAT_ART3;MAT_ART4;MAT_ART5;MAT_W_UN;MAT_O_UN;MAT_ROT;MAT_WEIGHT;MAT_W_PRICE;MAT_BM_L;MAT_BM_W;MAT_BM_T;MAT_ED_L;MAT_ED_W;MAT_ED_T;MAT_ED_M;MAT_MEMO;MAT_DRILL;MAT_DATE;MAT_MC_MAT;MAT_MC_MAT_NO_EDGE;MAT_MR_MAT;MAT_MP_MAT;MAT_MATHATCH;MAT_DECORE;MAT_LEVEL1;MAT_LEVEL2;MAT_LEVEL3;MAT_LEVEL_ABAND;MAT_LEVEL_TMP;MAT_CUSTOM01;MAT_CUSTOM02;MAT_CUSTOM03;MAT_CUSTOM04;MAT_CUSTOM05;MAT_CUSTOM06;MAT_CUSTOM07;MAT_CUSTOM08;MAT_CUSTOM09;MAT_CUSTOM10;MAT_NO_ORDER;MAT_ID;MAT_F_LEN;MAT_F_WID;MAT_F_THK;MAT_FACT;MAT_REST;MAT_MAC;MAT_ROUTER_GROUP;MAT_IMAGE_ID;MAT_ROUTER_DATA;MAT_COL_RAL;MAT_COL_NCS
7OPG_KV_F20_45;;KINVARO F-20 640 - 649 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;565;0;0;0;1;0;;;;;;
7OPG_KV_F20_5;;KINVARO F-20 650 - 699 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;566;0;0;0;1;0;;;;;;
7OPG_KV_F20_6;;KINVARO F-20 700 - 749 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;567;0;0;0;1;0;;;;;;
7OPG_KV_F20_7;;KINVARO F-20 750 - 799 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;568;0;0;0;1;0;;;;;;
7OPG_KV_L80;;KINVARO L-80 ŠIFRANT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KST;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;569;0;0;0;1;0;;;;;;
7OPG_KV_L80_1;;KINVARO L-80 350 - 369 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;570;0;0;0;1;0;;;;;;
7OPG_KV_L80_2;;KINVARO L-80 370 - 389 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;571;0;0;0;1;0;;;;;;
7OPG_KV_L80_3;;KINVARO L-80 390 - 409 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;572;0;0;0;1;0;;;;;;
7OPG_KV_L80_4;;KINVARO L-80 410 - 429 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;573;0;0;0;1;0;;;;;;
7OPG_KV_L80_5;;KINVARO L-80 430 - 600 mm;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;574;0;0;0;1;0;;;;;;
7OPG_KV_S35;;KINVARO S-35;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;575;0;0;0;1;0;;;;;;
7OPG_KV_T105;;KINVARO T-105;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;576;0;0;0;1;0;;;;;;
7OPG_KV_T57;;KINVARO T-57;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;577;0;0;0;1;0;;;;;;
7OPG_KV_T65;;KINVARO T-65;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;578;0;0;0;1;0;;;;;;
7OPG_KV_T70;;KINVARO T-70;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;579;0;0;0;1;0;;;;;;
7OPG_KV_T71;;KINVARO T-71;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;580;0;0;0;1;0;;;;;;
7OPG_KV_T75;;KINVARO T-75;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;581;0;0;0;1;0;;;;;;
7OPG_KV_T76;;KINVARO T-76;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;170;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;582;0;0;0;1;0;;;;;;
7OPH-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;583;0;0;0;1;0;;;;;;
7OPH--;;HETTICH;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;584;0;0;0;1;0;;;;;;
7OPH---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;585;0;0;0;1;0;;;;;;
7OPH_KLS10_200;;KLS 10/200;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;586;0;0;0;1;0;;;;;;
7OPH_KLS30_250;;KLS 30/250;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;587;0;0;0;1;0;;;;;;
7OPH_KLS40_L;;KLS 40 LEVI;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;588;0;0;0;1;0;;;;;;
7OPH_KLS40_R;;KLS 40 DESNI;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;589;0;0;0;1;0;;;;;;
7OPH_L258_000;;FLAP L258 ŠIFRANT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KST;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;590;0;0;0;1;0;;;;;;
7OPH_L258_300;;FLAP L258 300-350 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;591;0;0;0;1;0;;;;;;
7OPH_L258_350;;FLAP L258 350-400 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;592;0;0;0;1;0;;;;;;
7OPH_L258_400;;FLAP L258 400-450 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;593;0;0;0;1;0;;;;;;
7OPH_L258_450;;FLAP L258 450-500 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;594;0;0;0;1;0;;;;;;
7OPH_L258_500;;FLAP L258 500-550 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;595;0;0;0;1;0;;;;;;
7OPH_L258_550;;FLAP L258 550-600 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;596;0;0;0;1;0;;;;;;
7OPH_L3280_000;;FLAP L3280 ŠIFRANT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KST;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;597;0;0;0;1;0;;;;;;
7OPH_L3280_275;;FLAP L3280 290-340 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;598;0;0;0;1;0;;;;;;
7OPH_L3280_340;;FLAP L3280 360-400 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;599;0;0;0;1;0;;;;;;
7OPH_L3280_405;;FLAP L3280 405-465 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;600;0;0;0;1;0;;;;;;
7OPH_L3280_465;;FLAP L3280 465-560 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;601;0;0;0;1;0;;;;;;
7OPH_L3280_565;;FLAP L3280 565-625 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;602;0;0;0;1;0;;;;;;
7OPH_L3280M_000;;FLAP L3280 S MAGNETOM ŠIFRANT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KST;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;603;0;0;0;1;0;;;;;;
7OPH_L3280M_275;;FLAP L3280 S MAGNETOM 290-340 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;604;0;0;0;1;0;;;;;;
7OPH_L3280M_340;;FLAP L3280 S MAGNETOM 360-400 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;605;0;0;0;1;0;;;;;;
7OPH_L3280M_405;;FLAP L3280 S MAGNETOM 405-465 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;606;0;0;0;1;0;;;;;;
7OPH_L3280M_465;;FLAP L3280 S MAGNETOM 465-560 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;607;0;0;0;1;0;;;;;;
7OPH_L3280M_565;;FLAP L3280 S MAGNETOM 565-625 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;608;0;0;0;1;0;;;;;;
7OPH_LI90;;LIFT 90;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;609;0;0;0;1;0;;;;;;
7OPH_LI90ALU;;LIFT 90 ALU;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;610;0;0;0;1;0;;;;;;
7OPH_LIEX;;LIFT EXACT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;611;0;0;0;1;0;;;;;;
7OPH_LIJU;;LIFT JUNIOR;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;612;0;0;0;1;0;;;;;;
7OPH_LIVER_000;;LIFT-UP VERTICAL ŠIFRANT;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KST;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;613;0;0;0;1;0;;;;;;
7OPH_LIVER_411-580;;LIFT-UP VERTICAL 411-580 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;614;0;0;0;1;0;;;;;;
7OPH_LIVER_560-870;;LIFT-UP VERTICAL 560-870 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;615;0;0;0;1;0;;;;;;
7OPH_LIVER_561;;LIFT-UP VERTICAL 561 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;616;0;0;0;1;0;;;;;;
7OPH_LIVER_563;;LIFT-UP VERTICAL 563 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;617;0;0;0;1;0;;;;;;
7OPH_LIVER_567;;LIFT-UP VERTICAL 567 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;161;171;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;618;0;0;0;1;0;;;;;;
7PAN-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;9.5.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;619;0;0;0;1;0;;;;;;
7PAN--;;PANTI;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;620;0;0;0;1;0;;;;;;
7PAN---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;621;0;0;0;1;0;;;;;;
7TIP8X25;;TIPL 8 X 25 MM;;;;0;-16777216;-16777216;4026531840;4026531840;7;165;;;;KOM;KPL;1;0;0;0;0;0;0;0;0;0;System.Byte[];1;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;6969;0;0;0;1000;0;;;;;;
7TSVIJ;;Tipli+vijci standard šifrant;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;CON;KOM;1;0;1000;0;0;0;0;0;0;0;System.Byte[];0;12.1.2026. 0:00:00;;;;;;;1;0;0;0;1;;;;;;;;;;;0;6968;0;0;0;1;0;;;;;;
7TSG;;Tipli standard šifrant za ger;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;CON;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;6970;0;0;0;1;0;;;;;;
7OPG_KV_TS;;KINVARO T-SLIM;;;;0;0;0;4026531840;4026531840;7;;;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];11;3.6.2025. 0:00:00;;;;;;;0;0;1;0;0;;;;;;;;;;;0;10255;0;0;0;1;0;Okov\Grass\Kinvaro\Tslim.MAC;;;;;
7PANG_SO3000_STAK;;PANT SNAP-ON 3000 STAKLO;;;;0;0;0;4026531840;4026531840;7;;;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;0;0;1;0;0;;;;;;;;;;;0;10256;0;0;0;1;0;;;;;;
7LAA-;;------------------------------------------------------------;;;;0;0;0;4026531840;4026531840;7;;;;;KOM;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];6;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;10257;0;0;0;1;0;;;;;;
7PANG-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;660;0;0;0;1;0;;;;;;
7PANG--;;GRASS;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;661;0;0;0;1;0;;;;;;
7PANG---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;662;0;0;0;1;0;;;;;;
7PANG_G900_270;;PANT G900 270 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;663;0;0;0;1;0;;;;;;
7PANG_KV_F20;;PANT KINVARO PREGRADNI;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;664;0;0;0;1;0;;;;;;
7PANG_SO3000_110;;PANT SNAP-ON 3000 110 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;665;0;0;0;1;0;;;;;;
7PANG_SO3000_120;;PANT SNAP-ON 3000 120 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;666;0;0;0;1;0;;;;;;
7PANG_SO3000_165;;PANT SNAP-ON 3000 165 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;667;0;0;0;1;0;;;;;;
7PANG_SO3000_ALU;;PANT SNAP-ON 3000 ALU;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;668;0;0;0;1;0;;;;;;
7PANG_SO3000_MAS;;PANT SNAP-ON MASKA-VRATA;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;669;0;0;0;1;0;;;;;;
7PANG_TL4000_110;;PANT TWIST LOCK 4000 110 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;174;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;671;0;0;0;1;0;;;;;;
7PANH-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;672;0;0;0;1;0;;;;;;
7PANH--;;HETTICH;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;673;0;0;0;1;0;;;;;;
7PANH---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;674;0;0;0;1;0;;;;;;
7PANH_EC_9843_110;;PANT ECOMAT 9843 110 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;675;0;0;0;1;0;;;;;;
7PANH_EC_9843F_110;;PANT ECOMAT 9843 FIX 110 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;676;0;0;0;1;0;;;;;;
7PANH_ET582;;PANT ET 582 ZA HLADNJAK;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;677;0;0;0;1;0;;;;;;
7PANH_IN_9904_30;;PANT INTERMAT 9904 STAKLO 30 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;678;0;0;0;1;0;;;;;;
7PANH_IN_9904_45;;PANT INTERMAT 9904 STAKLO 45 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;679;0;0;0;1;0;;;;;;
7PANH_IN_9904_95;;PANT INTERMAT 9904 STAKLO 95 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;680;0;0;0;1;0;;;;;;
7PANH_IN_9924_30;;PANT INTERMAT 9924 MINI 30 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;681;0;0;0;1;0;;;;;;
7PANH_IN_9924_45;;PANT INTERMAT 9924 MINI 45 ST.;;;;0;-16777216;-16777216;4026531840;4026531840;7;162;175;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;682;0;0;0;1;0;;;;;;
