MAT_KEY;MAT_KEY2;MAT_DESC;MAT_DESC2;MAT_DESCS;MAT_MANUF_KEY;MAT_THICK;MAT_COL;MAT_COL2;MAT_LAYER;MAT_GROUP;MAT_ART1;MAT_ART2;MAT_ART3;MAT_ART4;MAT_ART5;MAT_W_UN;MAT_O_UN;MAT_ROT;MAT_WEIGHT;MAT_W_PRICE;MAT_BM_L;MAT_BM_W;MAT_BM_T;MAT_ED_L;MAT_ED_W;MAT_ED_T;MAT_ED_M;MAT_MEMO;MAT_DRILL;MAT_DATE;MAT_MC_MAT;MAT_MC_MAT_NO_EDGE;MAT_MR_MAT;MAT_MP_MAT;MAT_MATHATCH;MAT_DECORE;MAT_LEVEL1;MAT_LEVEL2;MAT_LEVEL3;MAT_LEVEL_ABAND;MAT_LEVEL_TMP;MAT_CUSTOM01;MAT_CUSTOM02;MAT_CUSTOM03;MAT_CUSTOM04;MAT_CUSTOM05;MAT_CUSTOM06;MAT_CUSTOM07;MAT_CUSTOM08;MAT_CUSTOM09;MAT_CUSTOM10;MAT_NO_ORDER;MAT_ID;MAT_F_LEN;MAT_F_WID;MAT_F_THK;MAT_FACT;MAT_REST;MAT_MAC;MAT_ROUTER_GROUP;MAT_IMAGE_ID;MAT_ROUTER_DATA;MAT_COL_RAL;MAT_COL_NCS
1IV-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;70;0;0;0;1;0;;;;;;
1IV--;;IVERICE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;71;0;0;0;1;0;;;;;;
1IV---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;72;0;0;0;1;0;;;;;;
HE_0045317;;Klizni okov TopLine 110;lijeva sprijeda;;45317;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;26.8.2025. 0:00:00;;;;;;;1;0;0;0;1;;;;;;;;;;;0;7934;0;0;0;1;0;;;248;;;
HE_9156338;;Klizni okov SlideLine M, 30kg, soft close;unutranja vrata, utori u podu i stropu, min. ŠV=450 mm;;9156338;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7935;0;0;0;1;0;;;249;;;
HE_9156339;;Klizni okov SlideLine M, 30kg;unutranja vrata, utori u podu i stropu, min. ŠV=300 mm;;9156339;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7936;0;0;0;1;0;;;249;;;
1MDF-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;13.5.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;96;0;0;0;1;0;;;;;;
1MDF--;;MEDIAPANI;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;97;0;0;0;1;0;;;;;;
1MDF---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;98;0;0;0;1;0;;;;;;
1MDF04;;MDF 4 MM;;;;4;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;99;2750;2050;8;1;0;;;;;;
1MDF06;;MDF 6 MM;;;;6;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;100;2750;2050;8;1;0;;;;;;
1MDF08;;MDF 8 MM;;;;8;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;101;2750;2050;8;1;0;;;;;;
1MDF09F;;MDF 9 MM FLEX;;;;9;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;30;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;102;2750;2050;18;1;0;;;;;;
1MDF10;;MDF 10 MM;;;;10;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;37;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;103;2750;2050;10;1;0;;;;;;
1MDF12;;MDF 12 MM;;;;12;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;104;2750;2050;12;1;0;;;;;;
1MDF14;;MDF 14 MM;;;;14;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;105;2750;2050;14;1;0;;;;;;
1MDF16;;MDF 16 MM;;;;16;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;37;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;106;2750;2050;16;1;0;;;;;;
1MDF18;;MDF 18 MM;;;;18;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;30;0;0;0;0;0;0;0;System.Byte[];0;30.4.2026. 0:00:00;;;;;;;1;0;0;0;1;;;;;;;;;;;0;107;2750;2050;18;1;0;;;;;;
1MDF20;;MDF 20 MM;;;;20;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;43;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;109;2750;2050;20;1;0;;;;;;
1MDF25;;MDF 25 MM;;;;25;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;43;0;0;0;0;0;0;0;System.Byte[];0;12.2.2026. 0:00:00;;;;;;;1;0;0;0;1;;;;;;;;;;;0;112;2750;2050;20;1;0;;;;;;
1MDF40;;MDF 40 MM;;;;40;-16777216;-16777216;4026531840;4026531840;1;193;253;;;M2;M2;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;113;2750;2050;20;1;0;;;;;;
1MP-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;114;0;0;0;1;0;;;;;;
1MP---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;116;0;0;0;1;0;;;;;;
1MIP-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;118;0;0;0;1;0;;;;;;
1MIP--;;PLOČE MINERALNE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;119;0;0;0;1;0;;;;;;
1MIP---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0,5;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;120;0;0;0;1;0;;;;;;
1MIPC06-GW;;CORIAN PLOČE 6 MM GLACIER WHITE;;;;6;-16777216;-16777216;4026531840;4026531840;1;19;;;;M2;M2;1;0;30;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;121;1490;930;6;1;0;;;;;;
1MIPC12-GW;;CORIAN PLOČE 12 MM GLACIER WHITE;;;;12;-16777216;-16777216;4026531840;4026531840;1;19;;;;M2;M2;1;0;30;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;122;3658;760;12;1;0;;;;;;
1MIPC12-IW;;CORIAN PLOČE 12 MM ICE WHITE;;;;12;-16777216;-16777216;4026531840;4026531840;1;19;;;;M2;M2;1;0;30;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;123;3658;930;12;1;0;;;;;;
1PA-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;124;0;0;0;1;0;;;;;;
1PA--;;PANEL PLOČE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;125;0;0;0;1;0;;;;;;
1PA---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;126;0;0;0;1;0;;;;;;
1PF-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;135;0;0;0;1;0;;;;;;
1PF--;;POSTFORMIG PLOČA;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;136;0;0;0;1;0;;;;;;
1PF---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;137;0;0;0;1;0;;;;;;
1RP-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;143;0;0;0;1;0;;;;;;
1RP--;;RADNE PLOČE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;144;0;0;0;1;0;;;;;;
1RP---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;145;0;0;0;1;0;;;;;;
1SACE-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;154;0;0;0;1;0;;;;;;
1SACE--;;PAPIRNO SAĆE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;155;0;0;0;1;0;;;;;;
1SACE---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;156;0;0;0;1;0;;;;;;
1SACE33;;PAPIRNO SAĆE 33 MM;;;;33;-16777216;-16777216;4026531840;4026531840;1;23;;;;M2;M2;1;0;0;15;15;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;157;2750;2050;28;1;10;;;;;;
1SP-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;158;0;0;0;1;0;;;;;;
1SP--;;ŠPER PLOČE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;159;0;0;0;1;0;;;;;;
1SP---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;160;0;0;0;1;0;;;;;;
1STIR-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;171;0;0;0;1;0;;;;;;
1STIR--;;STIROPOR PLOČE;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;172;0;0;0;1;0;;;;;;
1STIR---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;173;0;0;0;1;0;;;;;;
1UP-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;176;0;0;0;1;0;;;;;;
1UP--;;ULTRAPAS;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;20.2.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;177;0;0;0;1;0;;;;;;
1UP---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;178;0;0;0;1;0;;;;;;
1VK-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;185;0;0;0;1;0;;;;;;
1VK--;;VRATNA KRILA;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;186;0;0;0;1;0;;;;;;
1VK---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;1;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;187;0;0;0;1;0;;;;;;
1VKC;;VRATNO KRILO - CIJELO;;;;0;-16777216;-16777216;4026531840;4026531840;1;27;;;;M2;M2;0;0;0;10;10;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;188;2750;2050;28;1;15;;;;;;
1VKS;;VRATNO KRILO - SENDVIČ;;;;0;-16777216;-16777216;4026531840;4026531840;1;27;;;;M2;M2;0;0;0;10;10;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;189;2750;2050;28;1;15;;;;;;
2-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;2;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;190;0;0;0;1;0;;;;;;
2--;;FURNIR;;;;0;-16777216;-16777216;4026531840;4026531840;2;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;191;0;0;0;1;0;;;;;;
2---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;2;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;192;0;0;0;1;0;;;;;;
3-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;3;;;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;208;0;0;0;1;0;;;;;;
3--;;MASIVNO DRVO;;;;0;-16777216;-16777216;4026531840;4026531840;3;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;209;0;0;0;1;0;;;;;;
3---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;3;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;210;0;0;0;1;0;;;;;;
HE_9201921;;Klizni okov SlideLine M, 10kg, soft close;unutranja vrata, utori u podu i stropu, min. ŠV=450 mm;;9201921;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7937;0;0;0;1;0;;;249;;;
HE_9242711;;Klizni okov TopLine L, set kotačića za 2 vrata, 18 - 30 mm, prednja vrata lijeva;Preklop vrata 34 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7938;0;0;0;1;0;;;250;;;
HE_9242712;;Klizni okov TopLine L, set kotačića za 2 vrata, 18 - 30 mm, prednja vrata desna;Preklop vrata 34 mm;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7939;0;0;0;1;0;;;250;;;
HE_SL55PF;;Klizni okov SlideLine 55 Plus;vanjska prednja fronta;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;7940;0;0;0;1;0;;;251;;;
HE_SL55PF_SC;;Klizni okov SlideLine 55 Plus, soft close;vanjska prednja fronta;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;7941;0;0;0;1;0;;;251;;;
HE_SL55PI;;Klizni okov SlideLine 55 Plus;unutarnja vrata;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;7942;0;0;0;1;0;;;251;;;
HE_SL55PI_SC;;Klizni okov SlideLine 55 Plus, soft close;unutarnja vrata;;;0;0;0;4026531840;4026531840;7;0;0;0;0;GAR;GAR;1;0;0;0;0;0;0;0;0;0;System.Byte[];13;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;1;7943;0;0;0;1;0;;;251;;;
7NOG_KUT115;;NOGA KREVETA S KUTNIKOM 115x115x133;;;;0;-16777216;-16777216;4026531840;4026531840;7;156;;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;2382;0;0;0;1;0;Razno\Kutnik kreveta.MAC;;1;;;
HE_9115217;;SlideLine 55 Plus Führungsteil zum Anschrauben für Schränke mit 2 einliegenden Türen, Kunststoff;;;9115217;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7944;0;0;0;1;0;;;252;;;
HE_9115218;;SlideLine 55 Plus Zuhaltung;;;9115218;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7945;0;0;0;1;0;;;253;;;
HE_9115219;;SlideLine 55 Plus Laufteil zum Anschrauben für Schränke mit 2 einliegenden Türen, Kunststoff;;;9115219;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7946;0;0;0;1;0;;;254;;;
HE_9115954;;SlideLine 55 Plus Laufteil zum Anschrauben für Schränke mit 1 vorliegenden (gefälzten) und 1 einlieg;;;9115954;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7947;0;0;0;1;0;;;255;;;
4-;;===================================;;;;0;-16777216;-16777216;4026531840;4026531840;4;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;13.1.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;238;0;0;0;1;0;;;;;;
4--;;METARSKA ROBA;;;;0;-16777216;-16777216;4026531840;4026531840;4;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;239;0;0;0;1;0;;;;;;
4---;;===================================;;;;0;-16777216;-16777216;4026531840;4026531840;4;;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;240;0;0;0;1;0;;;;;;
4AB-;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;4;93;;;;%;%;1;0;0;0;0;0;0;0;0;0;;0;9.1.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;241;0;0;0;1;0;;;;;;
4AB--;;ABS TRAKE;;;;0;-16777216;-16777216;4026531840;4026531840;4;93;;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;242;0;0;0;1;0;;;;;;
4AB---;;------------------------------------------------------------;;;;0;-16777216;-16777216;4026531840;4026531840;4;93;;;;%;%;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;243;0;0;0;1;0;;;;;;
HE_9115955;;SlideLine 55 Plus Führungsteil zum Anschrauben für Schränke mit 1 vorliegenden (gefälzten) und 1 ein;;;9115955;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];0;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7948;0;0;0;1;0;;;256;;;
4ABS05_99;;ABS 0,5 / 99 mm ;;;;0,5;-16777216;-16777216;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;System.Byte[];0;11.11.2025. 0:00:00;Material_003;;;;;UNI;0;0;1;0;0;;;;;;;;;;;0;6975;0;99;0,5;1000;10;;;;;;
7PAN0_STAK;;PANT ZA STAKLENA VRATA;;;;0;0;0;4026531840;4026531840;7;162;;;;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];3;8.5.2026. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7150;0;0;0;1;0;;;;;;
4ABS05;;ABS 0,5 mm ;;;;0,5;-16777216;-16711681;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;;0;9.1.2026. 0:00:00;Material_003;;;;;UNI;1;0;0;0;1;;;;;;;;;;;0;252;0;0;0,5;100;10;;;;;;
4ABS05_23;;ABS 0,5 / 23 mm ;;;;0,5;-16777216;-16777216;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;System.Byte[];0;5.1.2026. 0:00:00;Material_003;;;;;UNI;0;0;1;0;0;;;;;;;;;;;0;253;0;23;0,5;100;10;;;;;;
4ABS05_29;;ABS 0,5 / 29 mm ;;;;0,5;-16777216;-16777216;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;System.Byte[];0;11.11.2025. 0:00:00;Material_003;;;;;UNI;0;0;1;0;0;;;;;;;;;;;0;254;0;29;0,5;100;10;;;;;;
4ABS05_33;;ABS 0,5 / 33 mm ;;;;0,5;-16777216;-16777216;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;System.Byte[];0;12.1.2026. 0:00:00;Material_003;;;;;UNI;0;0;1;0;0;;;;;;;;;;;0;255;0;33;0,5;100;10;;;;;;
4ABS05_43;;ABS 0,5 / 43 mm ;;;;0,5;-16777216;-16777216;4026531840;4026531840;4;93;282;;;M1;KOL;0;0;0;0;0;0;10;0;0;0,5;System.Byte[];0;11.11.2025. 0:00:00;Material_003;;;;;UNI;0;0;1;0;0;;;;;;;;;;;0;256;0;43;0,5;1000;10;;;;;;
HA_637_30_941;;Regulacijska nogica za stranicu 637.30.941;;;;0;0;0;4026531840;4026531840;7;0;0;0;0;KOM;KOM;1;0;0;0;0;0;0;0;0;0;System.Byte[];10;3.6.2025. 0:00:00;;;;;;;1;0;0;0;0;;;;;;;;;;;0;7151;0;0;0;1;0;Okov\Haefele\637_30_941.mac;;224;;;
